scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.51733333,23.107625,0.1128832,282.9504533,23.5,0.1128
pedal,48000,128,24000,5,3748.191,3626.776042,17.9913168,458.424851,3434.625,16.4862
american,48000,128,24000,5,13240.16321,12848.44967,63.5527834,416.6763783,11532.83333,55.3576
british,48000,128,24000,5,10578.60242,9994.730917,50.7772916,426.4653469,9876.25,47.406
modern,48000,128,24000,5,1013.574625,977.90625,4.8651582,447.0182263,987.1666667,4.7384
compressor,48000,128,24000,5,37.375,36.61804167,0.1794,322.1904815,37.375,0.1794
delay,48000,128,24000,5,23.35416667,23.33679167,0.1121,581.8787842,23.29166667,0.1118
room,48000,128,24000,5,23.375,23.298625,0.1122,784.4653009,23.33333333,0.112
all-american,48000,128,24000,5,16161.29342,15424.83508,77.5742084,830.0109858,14657.16667,70.3544
all-british,48000,128,24000,5,15069.72571,14802.3125,72.3346834,825.8752468,13706.875,65.793
all-modern,48000,128,24000,5,4069.489583,3920.592042,19.53355,835.9648395,3863.958333,18.547
automation,48000,128,24000,5,17997.64408,16938.59029,86.3886916,801.4882342,16764.91667,80.4716
