scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,22.89583333,22.59720833,0.1099,282.9504533,22.875,0.1098
pedal,48000,128,24000,5,4121.861125,3605.204833,19.7849334,458.424851,3386.125,16.2534
american,48000,128,24000,5,12365.78646,11875.62154,59.355775,416.6763783,11246.29167,53.9822
british,48000,128,24000,5,10642.67017,10104.67013,51.0848168,426.4653469,9813.208333,47.1034
modern,48000,128,24000,5,1173.857625,1111.671875,5.6345166,447.0182263,1025.75,4.9236
compressor,48000,128,24000,5,38.887125,38.71525,0.1866582,322.1904815,38.875,0.1866
delay,48000,128,24000,5,25.217,24.1285,0.1210416,581.8787842,24.375,0.117
room,48000,128,24000,5,25.451375,24.434,0.1221666,784.4653009,24.29166667,0.1166
all-american,48000,128,24000,5,16652.80383,16175.97571,79.9334584,830.0109858,14652.66667,70.3328
all-british,48000,128,24000,5,16458.5625,15176.38196,79.0011,825.8752468,13877.75,66.6132
all-modern,48000,128,24000,5,4866.272583,4658.619792,23.3581084,835.9648395,4011.458333,19.255
automation,48000,128,24000,5,21689.92188,18803.44096,104.111625,801.4882342,17361.875,83.337
