scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,24.27254167,23.53645833,0.1165082,282.9504533,24.25,0.1164
pedal,48000,128,24000,5,3837.131958,3757.272542,18.4182334,458.424851,3492.791667,16.7654
american,48000,128,24000,5,13178.58158,11890.24825,63.2571916,416.6763783,11578.41667,55.5764
british,48000,128,24000,5,11169.38021,10319.44096,53.613025,426.4653469,9913.625,47.5854
modern,48000,128,24000,5,1020.21875,979.1302083,4.89705,447.0182263,985.2916667,4.7294
compressor,48000,128,24000,5,38.454875,37.08504167,0.1845834,322.1904815,38.375,0.1842
delay,48000,128,24000,5,23.72916667,23.65795833,0.1139,581.8787842,23.66666667,0.1136
room,48000,128,24000,5,23.91320833,23.59545833,0.1147834,784.4653009,23.83333333,0.1144
all-american,48000,128,24000,5,16734.41492,15843.34375,80.3251916,830.0109858,14774.5,70.9176
all-british,48000,128,24000,5,15049.30554,14859.36633,72.2366666,825.8752468,13704.70833,65.7826
all-modern,48000,128,24000,5,3970.321208,3865.302083,19.0575418,835.9648395,3800.583333,18.2428
automation,48000,128,24000,5,17687.02429,17511.94271,84.8977166,801.4882342,16612.91667,79.742
