scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,22.87154167,22.32116667,0.1097834,282.9504533,22.79166667,0.1094
pedal,48000,128,24000,5,3991.852417,3369.944417,19.1608916,458.424851,3382.041667,16.2338
american,48000,128,24000,5,12285.66321,11781.125,58.9711834,416.6763783,11200.70833,53.7634
british,48000,128,24000,5,10796.63196,10338.3785,51.8238334,426.4653469,9743.958333,46.771
modern,48000,128,24000,5,1082.435792,980.859375,5.1956918,447.0182263,990.125,4.7526
compressor,48000,128,24000,5,38.68579167,38.5,0.1856918,322.1904815,38.58333333,0.1852
delay,48000,128,24000,5,22.45658333,22.423625,0.1077916,581.8787842,22.41666667,0.1076
room,48000,128,24000,5,23.15104167,22.83158333,0.111125,784.4653009,23.125,0.111
all-american,48000,128,24000,5,17029.61979,15716.56946,81.742175,830.0109858,14864,71.3472
all-british,48000,128,24000,5,16073.02775,14572.38712,77.1505332,825.8752468,13812.16667,66.2984
all-modern,48000,128,24000,5,4078.611125,4015.020833,19.5773334,835.9648395,3857.25,18.5148
automation,48000,128,24000,5,18986.29517,18620.79688,91.1342168,801.4882342,16888.66667,81.0656
