scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.29516667,23.07641667,0.1118168,282.9504533,23.25,0.1116
pedal,48000,128,24000,5,3946.614583,3711.458333,18.94375,458.424851,3478.916667,16.6988
american,48000,128,24000,5,10017.77604,9870.017375,48.085325,416.676375,9355.125,44.9046
british,48000,128,24000,5,9167.767375,8588.140625,44.0052834,426.4653357,8012.458333,38.4598
modern,48000,128,24000,5,1048.223958,1006.963542,5.031475,447.0182263,990.625,4.755
compressor,48000,128,24000,5,40.798625,38.44270833,0.1958334,322.1904815,39.54166667,0.1898
delay,48000,128,24000,5,23.46183333,22.85416667,0.1126168,581.8787842,23.41666667,0.1124
room,48000,128,24000,5,23.47045833,22.79166667,0.1126582,784.4653009,23.45833333,0.1126
all-american,48000,128,24000,5,15670.41667,14754.36979,75.218,830.0109868,13791.125,66.1974
all-british,48000,128,24000,5,13461.69967,13172.01908,64.6161584,825.8753183,12189.45833,58.5094
all-modern,48000,128,24000,5,4539.545167,4105.197917,21.7898168,835.9648395,3986.666667,19.136
automation,48000,128,24000,5,18074.15975,16977.49479,86.7559668,801.4882221,15558.125,74.679
