scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,25.9045,23.42883333,0.1243416,282.9504533,24.75,0.1188
pedal,48000,128,24000,5,3476.229167,3430.020833,16.6859,458.424851,3390.5,16.2744
american,48000,128,24000,5,12255.21529,11891.34025,58.8250334,416.6763783,11366.875,54.561
british,48000,128,24000,5,10997.75521,10552.79337,52.789225,426.4653469,10008.79167,48.0422
modern,48000,128,24000,5,1089.465292,1001.043417,5.2294334,447.0182263,1003.875,4.8186
compressor,48000,128,24000,5,40.11979167,37.90454167,0.192575,322.1904815,38.91666667,0.1868
delay,48000,128,24000,5,24.02779167,23.47570833,0.1153334,581.8787842,23.79166667,0.1142
room,48000,128,24000,5,24.67883333,23.33504167,0.1184584,784.4653009,24.29166667,0.1166
all-american,48000,128,24000,5,15963.71529,14810.99133,76.6258334,830.0109858,14535.33333,69.7696
all-british,48000,128,24000,5,14571.52954,14143.53475,69.9433418,825.8752468,13708.66667,65.8016
all-modern,48000,128,24000,5,4020.489583,3988.625,19.29835,835.9648395,3850.041667,18.4802
automation,48000,128,24000,5,17892.47046,17588.94617,85.8838582,801.4882342,16730.125,80.3046
