scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,24.08683333,23.54341667,0.1156168,282.9504533,23.91666667,0.1148
pedal,48000,128,24000,5,3441.395833,3334.880208,16.5187,458.424851,3350.041667,16.0802
american,48000,128,24000,5,11846.78821,11373.14062,56.8645834,416.6763783,11090.25,53.2332
british,48000,128,24000,5,10457.83679,9839.9045,50.1976166,426.4653469,9691.375,46.5186
modern,48000,128,24000,5,1014.43575,976.043375,4.8692916,447.0182263,968.625,4.6494
compressor,48000,128,24000,5,38.21179167,37.581625,0.1834166,322.1904815,38.16666667,0.1832
delay,48000,128,24000,5,23.908,23.24129167,0.1147584,581.8787842,23.70833333,0.1138
room,48000,128,24000,5,22.83508333,22.796875,0.1096084,784.4653009,22.79166667,0.1094
all-american,48000,128,24000,5,15482.83508,14532.17358,74.3176084,830.0109858,14292.70833,68.605
all-british,48000,128,24000,5,14405.79688,13649.16317,69.147825,825.8752468,13573.875,65.1546
all-modern,48000,128,24000,5,4060.887167,3992.012125,19.4922584,835.9648395,3825.666667,18.3632
automation,48000,128,24000,5,17551.53821,17293.50696,84.2473834,801.4882342,16572,79.5456
