scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.203125,23.06770833,0.111375,282.9504533,23.16666667,0.1112
pedal,48000,128,24000,5,4013.932292,3807.866292,19.266875,458.424851,3497.666667,16.7888
american,48000,128,24000,5,10704.17358,9641.479167,51.3800332,416.6763925,9282.166667,44.5544
british,48000,128,24000,5,8948.605917,8479.449667,42.9533084,426.4653247,7889.75,37.8708
modern,48000,128,24000,5,1072.036458,1056.5295,5.145775,447.0182263,1009.125,4.8438
compressor,48000,128,24000,5,40.21354167,38.14583333,0.193025,322.1904815,39.45833333,0.1894
delay,48000,128,24000,5,23.50520833,23.2535,0.112825,581.8787842,23.45833333,0.1126
room,48000,128,24000,5,23.25,22.515625,0.1116,784.4653009,23.20833333,0.1114
all-american,48000,128,24000,5,14319.158,12746.66667,68.7319584,830.0109392,12547.375,60.2274
all-british,48000,128,24000,5,12568.72046,11850.76733,60.3298582,825.8753061,11362.29167,54.539
all-modern,48000,128,24000,5,4717.760417,4361.217,22.64525,835.9648395,3993.875,19.1706
automation,48000,128,24000,5,15574.50521,14621.32812,74.757625,801.4880887,14052.25,67.4508
