scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,25.75520833,22.65279167,0.123625,282.9504533,23.79166667,0.1142
pedal,48000,128,24000,5,3557.967042,3403.21525,17.0782418,458.424851,3351.958333,16.0894
american,48000,128,24000,5,12317.36283,11376.58683,59.1233416,416.6763783,11080.95833,53.1886
british,48000,128,24000,5,10406.27254,10105.95312,49.9501082,426.4653469,9764.541667,46.8698
modern,48000,128,24000,5,1009.848958,970.0972083,4.847275,447.0182263,982.25,4.7148
compressor,48000,128,24000,5,38.38020833,37.92879167,0.184225,322.1904815,38.33333333,0.184
delay,48000,128,24000,5,23.65279167,23.44445833,0.1135334,581.8787842,23.625,0.1134
room,48000,128,24000,5,24.342,23.34720833,0.1168416,784.4653009,24,0.1152
all-american,48000,128,24000,5,14917.31075,14475.96875,71.6030916,830.0109858,14249.625,68.3982
all-british,48000,128,24000,5,14071.35592,13563.13892,67.5425084,825.8752468,13383.75,64.242
all-modern,48000,128,24000,5,3831.765625,3791.946208,18.392475,835.9648395,3752.958333,18.0142
automation,48000,128,24000,5,17813.32812,16718.08508,85.503975,801.4882342,16476.29167,79.0862
