scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.24308333,23.12329167,0.1115668,282.9504533,23.20833333,0.1114
pedal,48000,128,24000,5,551.4791667,483.9235833,2.6471,458.4244458,500.7083333,2.4034
american,48000,128,24000,5,13234.59375,11779.25171,63.52605,416.6763783,11414.79167,54.791
british,48000,128,24000,5,12763.92538,10594.42358,61.2668418,426.4653469,10048,48.2304
modern,48000,128,24000,5,1130.913208,1026.484375,5.4283834,447.0182263,999.0416667,4.7954
compressor,48000,128,24000,5,37.84204167,37.71529167,0.1816418,322.1904815,37.83333333,0.1816
delay,48000,128,24000,5,23.45658333,23.453125,0.1125916,581.8787842,23.45833333,0.1126
room,48000,128,24000,5,23.31945833,23.28820833,0.1119334,784.4653009,23.29166667,0.1118
all-american,48000,128,24000,5,13282.83854,12953.39413,63.757625,830.0109824,11969.79167,57.455
all-british,48000,128,24000,5,11872.70487,11549.33854,56.9889834,825.8753435,11136.75,53.4564
all-modern,48000,128,24000,5,1578.019125,1468.171875,7.5744918,835.9648392,1486.25,7.134
automation,48000,128,24000,5,16396.00696,15123.191,78.7008334,801.4887843,14668.375,70.4082
