scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,22.74308333,22.51908333,0.1091668,282.9504533,22.70833333,0.109
pedal,48000,128,24000,5,3634.829833,3556.404542,17.4471832,458.424851,3441.625,16.5198
american,48000,128,24000,5,9963.461792,9344.076417,47.8246166,416.676375,9242.25,44.3628
british,48000,128,24000,5,8738.71525,8472.402792,41.9458332,426.4653357,7891.916667,37.8812
modern,48000,128,24000,5,1093.302083,1051.239583,5.24785,447.0182263,999.5416667,4.7978
compressor,48000,128,24000,5,38.20658333,36.53645833,0.1833916,322.1904815,37.95833333,0.1822
delay,48000,128,24000,5,22.658,22.566,0.1087584,581.8787842,22.625,0.1086
room,48000,128,24000,5,23.74133333,23.02775,0.1139584,784.4653009,23.625,0.1134
all-american,48000,128,24000,5,14179.71525,13372.3715,68.0626332,830.0109868,13258.41667,63.6404
all-british,48000,128,24000,5,12936.55038,12445.15104,62.0954418,825.8753183,11914.04167,57.1874
all-modern,48000,128,24000,5,4090.008708,3981.760417,19.6320418,835.9648395,3883.916667,18.6428
automation,48000,128,24000,5,18862.42362,17045.82987,90.5396334,801.4882221,15223.33333,73.072
