scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.33504167,23.09029167,0.1120082,282.9504533,23.25,0.1116
pedal,48000,128,24000,5,3876.383667,3736.366333,18.6066416,458.424851,3504.083333,16.8196
american,48000,128,24000,5,9548.666667,8830.946167,45.8336,416.6763791,8179.458333,39.2614
british,48000,128,24000,5,8435.953125,8083.381917,40.492575,426.4653463,7251.666667,34.808
modern,48000,128,24000,5,1153.998292,1078.100708,5.5391918,447.0182263,1017.5,4.884
compressor,48000,128,24000,5,41.076375,38.9045,0.1971666,322.1904815,39.25,0.1884
delay,48000,128,24000,5,31.02779167,23.56425,0.1489334,581.8787842,27.41666667,0.1316
room,48000,128,24000,5,23.545125,23.48958333,0.1130166,784.4653009,23.54166667,0.113
all-american,48000,128,24000,5,12524.96875,12370.82812,60.11985,830.0109891,11242.41667,53.9636
all-british,48000,128,24000,5,13466.97046,12520.74304,64.6414582,825.875247,10819.33333,51.9328
all-modern,48000,128,24000,5,4243.894125,3984.97225,20.3706918,835.9648395,3849.833333,18.4792
automation,48000,128,24000,5,14718.66492,14274.10242,70.6495916,801.4882335,12886.125,61.8534
