scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.515625,22.704875,0.112875,282.9504533,23.5,0.1128
pedal,48000,128,24000,5,3509.128458,3452.322917,16.8438166,458.424851,3376.625,16.2078
american,48000,128,24000,5,10728.21875,9552.404542,51.49545,416.676375,9194.708333,44.1346
british,48000,128,24000,5,8425.352417,8252.322917,40.4416916,426.4653357,7857.875,37.7178
modern,48000,128,24000,5,1030.223958,962.9357917,4.945075,447.0182263,983.8333333,4.7224
compressor,48000,128,24000,5,38.49133333,36.81075,0.1847584,322.1904815,38.5,0.1848
delay,48000,128,24000,5,22.875,22.62325,0.1098,581.8787842,22.83333333,0.1096
room,48000,128,24000,5,23.77083333,23.487875,0.1141,784.4653009,23.45833333,0.1126
all-american,48000,128,24000,5,14030.17188,13408.89413,67.344825,830.0109868,13117.125,62.9622
all-british,48000,128,24000,5,12369.07987,12271.908,59.3715834,825.8753183,11877.29167,57.011
all-modern,48000,128,24000,5,4001.652792,3907.027792,19.2079334,835.9648395,3819.041667,18.3314
automation,48000,128,24000,5,14990.42358,14808.63021,71.9540332,801.4882221,14491.66667,69.56
