scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,23.13716667,22.918375,0.1110584,282.9504533,23.125,0.111
pedal,48000,128,24000,5,1812.112875,1714.302083,8.6981418,457.0258058,1706.875,8.193
american,48000,128,24000,5,7648.164958,7425.397542,36.7111918,414.0304212,7374,35.3952
british,48000,128,24000,5,5352.503458,5249.513875,25.6920166,424.2954366,5132.875,24.6378
modern,48000,128,24000,5,543.3037917,521.7083333,2.6078582,445.4294367,525.25,2.5212
compressor,48000,128,24000,5,39.27429167,39.15970833,0.1885166,322.1904815,38.70833333,0.1858
delay,48000,128,24000,5,23.894125,23.31595833,0.1146918,581.8787842,23.83333333,0.1144
room,48000,128,24000,5,25.97220833,24.28125,0.1246666,784.4653009,24.08333333,0.1156
all-american,48000,128,24000,5,7952.206625,7726.293417,38.1705918,825.8420162,7661.5,36.7752
all-british,48000,128,24000,5,7356.800333,7119.819458,35.3126416,821.8612565,7046.583333,33.8236
all-modern,48000,128,24000,5,2259.81075,2037.263875,10.8470916,831.6453432,2020.875,9.7002
automation,48000,128,24000,5,9250.803792,8953.611125,44.4038582,797.7216215,8745.625,41.979
