scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,25.90625,23.043375,0.12435,447.3413182,23.83333333,0.1144
pedal,48000,128,24000,5,3843.074625,3426.0295,18.4467582,569.1312462,3508.083333,16.8388
american,48000,128,24000,5,12607.22221,12203.54342,60.5146666,527.7748802,11495.91667,55.1804
british,48000,128,24000,5,10443.61804,10032.29862,50.1293666,517.1875087,9657.333333,46.3552
modern,48000,128,24000,5,1018.96525,963.5190833,4.8910332,569.2498054,977.5,4.692
compressor,48000,128,24000,5,37.78991667,37.75695833,0.1813916,444.7862932,37.75,0.1812
delay,48000,128,24000,5,24.217,23.736125,0.1162416,646.2340712,23.83333333,0.1144
room,48000,128,24000,5,23.91316667,22.75170833,0.1147832,974.9436248,23.91666667,0.1148
all-american,48000,128,24000,5,15234.90275,14190.57292,73.1275332,1061.987731,14310.5,68.6904
all-british,48000,128,24000,5,14805.53125,13716.16492,71.06655,1042.348242,13686.70833,65.6962
all-modern,48000,128,24000,5,4218.157958,3893.234375,20.2471582,1040.663885,3863.333333,18.544
automation,48000,128,24000,5,17123.49129,16520.36633,82.1927582,883.3551894,16346,78.4608
