scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,22.326375,22.19270833,0.1071666,282.9504533,22.33333333,0.1072
pedal,48000,128,24000,5,3258.413208,3242.802083,15.6403834,458.424851,3237.5,15.54
american,48000,128,24000,5,11613.30208,11438.47396,55.74385,416.6763783,11209.75,53.8068
british,48000,128,24000,5,10262.27954,10124.46704,49.2589418,426.4653469,9899.75,47.5188
modern,48000,128,24000,5,1002.519083,993.59375,4.8120916,447.0182263,979.7083333,4.7026
compressor,48000,128,24000,5,37.574625,36.64929167,0.1803582,322.1904815,37.5,0.18
delay,48000,128,24000,5,23.03470833,22.65279167,0.1105666,581.8787842,23,0.1104
room,48000,128,24000,5,23.47570833,23.31425,0.1126834,784.4653009,23.41666667,0.1124
all-american,48000,128,24000,5,15134.14758,14536.96354,72.6439084,830.0109858,14482.66667,69.5168
all-british,48000,128,24000,5,15088.875,14141.25175,72.4266,825.8752468,13794.5,66.2136
all-modern,48000,128,24000,5,4443.395833,3933.866333,21.3283,835.9648395,3928.333333,18.856
automation,48000,128,24000,5,18053.60938,16877.29167,86.657325,801.4882342,16797.66667,80.6288
