scenario,rate,block_size,frames,repeats,median_ns_per_frame,min_ns_per_frame,median_realtime_percent,checksum,median_cpu_ns_per_frame,cpu_realtime_percent
bypass,48000,128,24000,5,22.51041667,22.32120833,0.10805,282.9504533,22.5,0.108
pedal,48000,128,24000,5,3551.647583,3469.260417,17.0479084,458.424851,3386.666667,16.256
american,48000,128,24000,5,8446.137125,8284.208333,40.5414582,416.6763791,8017.208333,38.4826
british,48000,128,24000,5,7315.659708,7265.878458,35.1151666,426.4653463,7027.041667,33.7298
modern,48000,128,24000,5,1046.102417,965.0555833,5.0212916,447.0182263,995.2916667,4.7774
compressor,48000,128,24000,5,37.40104167,36.96529167,0.179525,322.1904815,37.33333333,0.1792
delay,48000,128,24000,5,22.69270833,22.60241667,0.108925,581.8787842,22.625,0.1086
room,48000,128,24000,5,23.43054167,22.41491667,0.1124666,784.4653009,23.41666667,0.1124
all-american,48000,128,24000,5,11585.7535,11560.717,55.6116168,830.0109891,11032.83333,52.9576
all-british,48000,128,24000,5,11638.97396,10513.01217,55.867075,825.875247,10762.375,51.6594
all-modern,48000,128,24000,5,3959.460083,3857.43575,19.0054084,835.9648395,3793.75,18.21
automation,48000,128,24000,5,13613.92883,12780.99479,65.3468584,801.4882335,12471.08333,59.8612
